Reference_full;Reference_First Author;Reference_Authors;Reference_Publication Year;Reference_PMID ;Screening_PDF gedownload + in mendeley;Screening_Antwoorden overleg overeenstemming 7.11.16;Screening_Vragen Milou n.a.v. results EG;"Screening_AbstractScreening_EG (1=include; 0 = exclude)";Screening_Notes_EG;"Screening_AbstractScreening_MS (1=include; 0 = exclude)";Screening_Human (1) of Animal (2);Screening_Cognitive Measure;Screening_RDoC (sub)construct ;Screening_Subjects_background (bv military/civilian/animalstrain/etc) words;Screening_military population(1);Screening_PTSD Model?;Screening_Gender;Screening_Dark/light;Screening_Task?;Screening_Brain measures?;Screening_Fysiological measures?;Screening_Psychological measures?;Screening_Intervention?;Screening_Notes_abstract screening;MetaData_Onderwerp, tijdens checken overig.;inclusion;MetaData_FINAL incl/excl_comment;"To do? 081117 (0=checked and no; E&M = vraag Elbert & Marian)";subject;MetaData_QUALITY NOTES;MetaData_NOTES MS during data extraction;MetaData_Data from vehicl injected group?;Data_Subjects_n;Data_Subjects_n_ptsd;Data_Subjects_n_control;"Data_Subjects_gender_ptsd (M = male; F = female; - = not reported)";"Data_Subjects_gender_control (M = male; F = female; - = not reported)";Data_Subjects_m_Age_ptsd (- = not reported);Data_Subjects_sd_Age_ptsd (- = not reported);Data_Subjects_m_Age_control (- = not reported);Data_Subjects_sd_Age_control (- = not reported);Data_Subjects_trauma-type_OR_PTSD-model;Data_Subjects_FS_#Shocks;Data_Subjects_FS_Amperage(mA);Data_Subjects_PTSDtypeSHORT2;"MetaData_PTSD Model in Borghans etal.2015? (1=ja; - = na)";"MetaData_Good model according to Flandreau etal. 2017? (1=ja; - = na)";Data_Subjects_Controle Group;Data_Subjects_Controltype;Multiple Control groups? (HUMAN);Data_Subjects_Strain_or_Population;Data_Subjects_ptsd-measure;MetaData_Timing_TaakVoor(Pre)ofNa(Post)Trauma?;Data_Method_study-design;Data_Method_Experimental Groups (n);Data_Method_TimeTask-Trauma;Data_Method_Task;task;Data_Method_animal light dark testing?;Data_Method_Measure;measure;MetaData_KeyFinding;"MetaData_KeyFindingSHORT(+PTSDmore;-PTSDminder;0NoDiff)";Memory index nog berekenen!;Comparison;ID_Experimental_group;ID_Control_group;Data_Outcome1_VarName;Data_Outcome1_M;Data_Outcome1_SD;Data_Outcome1_SEM;Data_Outcome2_VarName;Data_Outcome2_M;Data_Outcome2_SD;Data_Outcome2_SEM;Data_Diff_outcome1&2_SUM;Data_Diff_outcome1&2_Statistic;Data_Outcome3_VarName;Data_Outcome3_M;Data_Outcome3_SD;Data_Outcome3_SEM;Data_Outcome4_VarName;Data_Outcome4_M;Data_Outcome4_SD;Data_Outcome4_SEM;Data_Diff_outcome3&4_SUM;Data_Diff_Outcome 3&4_Statistic;Data_Diff_Outcome1&2+3&4_SUM;Data_Diff_Outcome1&2+3&4_Statistic;Data_Outcome5_VarName;Data_Outcome5_M;Data_Outcome5_SD;Data_Outcome5_SEM;Data_Outcome6_VarName;Data_Outcome6_M;Data_Outcome6_SD;Data_Outcome6_SEM;Data_Diff_Outcome5-6_SUM;Data_Diff_Outcome5-6_Statistic;Data_Outcome7_VarName;Data_Outcome7_M;Data_Outcome7_SD;Data_Outcome7_SEM;Data_Outcome8_VarName;Data_Outcome8_M;Data_Outcome8_SD;Data_Outcome8_SEM;Data_Diff_Outcome7-8_SUM;Data_Diff_Outcome7-8_Statistic;Data_Diff_Outcome5&6+7&8_SUM;Data_Diff_Outcome5&6+7&8_Statistic;Data_Outcome9_VarName;Data_Outcome9_M;Data_Outcome9_SD;Data_Outcome9_SEM;Data_Outcome10_VarName;Data_Outcome10_M;Data_Outcome10_SD;Data_Outcome10_SEM;Data_Diff_Outcome 8-10 SUM;Data_Diff_Outcome 9-10 Statistic;Data_Outcome11_VarName;Data_Outcome11_M;Data_Outcome11_SD;Data_Outcome11_SEM;Data_Outcome12_VarName;Data_Outcome12_M;Data_Outcome12_SD;Data_Outcome12_SEM;Data_Diff_Outcome11-12 SUM;Data_Diff_Outcome11-12 Statistic;Data_Diff_General SUM
Attias, J., Bleich, A., & Gilat, S. (1996). Classification of veterans with post-traumatic stress disorder using visual brain evoked P3s to traumatic stimuli. The British Journal of Psychiatry : The Journal of Mental Science, 168(1), 110–115. Journal Article, Research Support, Non-U.S. Gov’t.;Attias;Attias, J., Bleich, A., & Gilat, S. ;1996;8770439;1;;;1;;1;1;interferance/ attentional bias?;Cognitive sytem - Attention;ptsd veterans;1;;;;visual motor-task target stimuli (pictures of domestic animals), non-target probe stimuli (combat-related pictures), and non-target irrelevant stimuli (;eeg;eeg;;;;EEG P3 op targets & distractors (trauma & trauma unrelated);2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aykac, A., Aydin, B., Cabadak, H., & Goren, M. Z. (2012). The change in muscarinic receptor subtypes in different brain regions of rats treated with fluoxetine or propranolol in a model of post-traumatic stress disorder. Behavioural Brain Research, 232(1), 124–129. http://doi.org/10.1016/j.bbr.2012.04.002;Aykac;Aykac, A., Aydin, B., Cabadak, H., & Goren, M. Z. ;2012;22522023;1;"anxiety measures na situational reminder (net voor meeting exposure aan trauma reminder) echter geen cognitieve taak; check full tekst";;0;;0;2;-;Negative Valence - Potential Threat (anxiety) & Arousal;Sprague-Dawley rats;;PS;M+F;?;"EPM; SRs";hippocampus amygdala PFC, muscarinic receptors;freezing;;;anxiety task, no cognitive task.. / wel exposure to trauma cue reminder;"muscarinic receptor subtypes; PPS, Elevated plus maze freezing na situational reminder… [meet angst?]";0;No MemoryFC | freezing in EPM gemeten, 5min na situational reminder (dus niet TIJDENS.. Dus angst ipv memory? Nml freezing in afwezigheid trauma cue) ;;4;;ook EPM data;1;;8;8;M(4)+F(4);M(4)+F(4);;;;;Predator scent stress (PSS) - 10min exposure dirty cat litter 2day in use bay same cat + [situational reminder 1 week na onset stress];;;PSS;1;1;Exposed to unused litter (ook 10min);;;Sprague-Dawley rats;Exposed vs non-exposed;;between subjects;2 (more in paper);;freezing in EPM (5min na Situational reminder of unused cat litter (10min) 1 week after PSS onset);;"dark (test at 10am; rats at 12h light/dark cycle)";Situational reminder (freezing tounused cat litter - trauma memory) [1week na trauma];% Freezing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Badura-Brack, A. S., Becker, K. M., McDermott, T. J., Ryan, T. J., Becker, M. M., Hearley, A. R., … Wilson, T. W. (2015). Decreased somatosensory activity to non-threatening touch in combat veterans with posttraumatic stress disorder. Psychiatry Research, 233(2), 194–200. Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov’t. http://doi.org/10.1016/j.pscychresns.2015.06.012;Badura-Brack;Badura-Brack, A. S., Becker, K. M., McDermott, T. J., Ryan, T. J., Becker, M. M., Hearley, A. R., … Wilson, T. W. ;2015;26184460;1;attention meenemen., somato sensory processing.. Laat het van de taak afhangen. --> taak afhankelijk;ik had deze geincludeerd in het kader van perceptie & attention;0;tja, wil je somatosensory perception echt meenemen?;1;1;somatosensory processing;Cognitive sytem - Perception;ptsd veterans;1;;;;;meg;;;;;"MEG; response to treatening & non-treating info; tactile processing";0;"No MemoryFC |no cognitive task; maar senosrisch";0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baisley, S. K., Cloninger, C. L., & Bakshi, V. P. (2011). Fos expression following regimens of predator stress versus footshock that differentially affect prepulse inhibition in rats. Physiology & Behavior, 104(5), 796–803. http://doi.org/10.1016/j.physbeh.2011.08.001;Baisley;Baisley, S. K., Cloninger, C. L., & Bakshi, V. P. ;2011;21843541;1;1;"sensorimotor gating (PPI) als cognitieve maat?; exclude";1;;0;2;Prepuls inhibition ;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear) & Arousal;rats;;PS+FSh;?;?;?;"cfos; prelimbic, infralimbic, and cingulate cortices, the paraventricular hypothalamic nucleus, the paraventricular thalamic nucleus, and the lateral periaqueductal gray";-;;;only brain measures, no task;"sensimotor gating processes; PPI";2;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barlow-Ogden, K., & Poynter, W. (2012). Mild traumatic brain injury and posttraumatic stress disorder: investigation of visual attention in Operation Iraqi Freedom/Operation Enduring Freedom veterans. Journal of Rehabilitation Research and Development, 49(7), 1101–1114. Journal Article, Research Support, U.S. Gov’t, Non-P.H.S.;Barlow-Ogden;Barlow-Ogden, K., & Poynter, W. ;2012;23341282;1;;;1;;1;1;visual attention;Cognitive sytem - Attention;pTSD veterans;1;;;;visual attention;no?;no?;;;;attention;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barsy, B., Mikics, E., Barsvari, B., & Haller, J. (2011). The long-term impact of footshock stress on addiction-related behaviors in rats. Neuropharmacology, 60(2–3), 267–273. http://doi.org/10.1016/j.neuropharm.2010.09.009;Barsy;Barsy, B., Mikics, E., Barsvari, B., & Haller, J. ;2011;20849863;1;1;;0;;0;2;conditioned place preference;-;rats;;FSh;?;?;morphine intake & Place preferance;?;body temperature;;;no cognitive task;;0;DATA CONTROL GROUP not reported..;0;4;;ook conditioned place preference data.. Nu niet included want 'addiction behaviour & motivatie ipv cognitie' // mean data control group NOT SHOWN, only statistics!;0;20;10;10;M;M;2-3 months;-;2-3 months;-;10 footshocks (3mA, 1s shock train, 0.01s shocks);10;3;FS;1;1 (FC maar longterm follow up, 28day);non-shock, wel context exposure;ShamExp;;Wistar Rats;exposed vs non-exposed;Post;between & Within subjects;2;28 day;CFC (28day later) re-exposure to shocking cage for 5min;SR;"dark (reversed light cycle,12h lights off 10h; test 11-13h)";% Freezing (time);% Freezing;pstd group sig higher  freezing at context reexposure (at day28) then control at all 5 testing minutes (p<0.0012);+;;;;;PTSD_28dayafter FC_CFC_%Freezing in 1e min;15,7795;-;5,8935;PTSD_28dayafter FC_CFC_%Freezing in 2e min;58,1749;-;9,6958;-;-;PTSD_28dayafter FC_CFC_%Freezing in 3e min;69,5817;-;7,2244;PTSD_28dayafter FC_CFC_%Freezing in 4e min;70,5323;-;11,7871;-;-;-;-;PTSD_28dayafter FC_CFC_%Freezing in 5e min;65,7795;-;12,1673;-;-;-;-;data control group not shown, but authors mention pstd group sig higher then control at all time points (p<0.0012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beckham, J. C., Crawford, A. L., & Feldman, M. E. (1998). Trail making test performance in Vietnam combat veterans with and without posttraumatic stress disorder. Journal of Traumatic Stress, 11(4), 811–819. Journal Article, Research Support, U.S. Gov’t, P.H.S. http://doi.org/10.1023/A:1024409903617;Beckham;Beckham, J. C., Crawford, A. L., & Feldman, M. E. ;1998;9870231;1;;;1;;1;1;visual attention & task switching;"Cognitive system - Attention & Cognitive controle - Goal selection; updating; represenation and maintenance";pTSD veterans;1;;;;Trail Making Tes;no?;cardiac?;;;;"trial making: visual scanning & tracking; attention, motor function, attention / consentration";2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. (2015). Effects of paroxetine on PTSD-like symptoms in mice. Psychopharmacology, 232(13), 2303–2312. http://doi.org/10.1007/s00213-014-3861-2;Bentefour;Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. ;2015;25585683;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear) Sustained Threat (avoidance) & Arousal;mice;;FSh;?;?;avoidance & contextual fear: EPM;-;freezing;;;;;1;wel Fs, maar longterm followup;0;5;;"authors beschrijven 1.5mA footshock groep tijdens passive avoidance training als ""ptsd model"", 0mA footshock is controle groep, 0.4mA group keert terug naar baseline na 2 weken. Daarom gekozen om alleen de 0mA als controle te nemen, en 1.5mA group als 'pstd model';  alleen avoidance & contextual fear (geen fear sensitisatie data of angst data)";0;14;7;7;M;M;2-3 months;-;2-3 months;-;footshock (1.5mA) in shuttle box;1;1,5;FS;1;1 [ wel footshock, maar long-term measurs];no shock in shuttle box;ShamExp;;Swiss mice;(exposed vs non-exposed);Post;between & Within subjects;2;?;CFC in new context (classical fear conditioning: 3x, 1s, 0.4mA, 70s interval footshocks) & vervolgens reexposure in deze context ;FC;light;% Freezing;RET_CTX+_Freezing;PTSD increased contextual fear memory;+;;D;140;131;PTSD_%_Contextual_Conditioned_fear_8dagen(na clasical conditioning);66,8251;-;6,3859;Control_%_Contextual_Conditioned_fear_8dagen(na clasical conditioning);16,3689;-;9,7569;PTSD group increased % freezing then control;"A one-way ANOVA on data of day 12 (=na2weeks) also indicated a main effect of group (F2,18= 14.98, p < 0.0001), wherein 1.5-mA mice displayed more freezing than mice in each of the two other groups (0.0- and 0.4-mA groups; post hoc Scheffé tests: with each p < 0.05).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. (2015). Effects of paroxetine on PTSD-like symptoms in mice. Psychopharmacology, 232(13), 2303–2312. http://doi.org/10.1007/s00213-014-3861-2;Bentefour;Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. ;2015;25585683;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear) Sustained Threat (avoidance) & Arousal;mice;;FSh;?;?;avoidance & contextual fear: EPM;-;freezing;;;;;1;wel Fs, maar longterm followup;0;5;;"authors beschrijven 1.5mA footshock groep tijdens passive avoidance training als ""ptsd model"", 0mA footshock is controle groep, 0.4mA group keert terug naar baseline na 2 weken. Daarom gekozen om alleen de 0mA als controle te nemen, en 1.5mA group als 'pstd model';  alleen avoidance & contextual fear (geen fear sensitisatie data of angst data)";0;14;7;7;M;M;2-3 months;-;2-3 months;-;footshock (1.5mA) in shuttle box;1;1,5;FS;1;1 [ wel footshock, maar long-term measurs];no shock in shuttle box;ShamExp;;Swiss mice;(exposed vs non-exposed);Post;between & Within subjects;2;?;CFC in new context (classical fear conditioning: 3x, 1s, 0.4mA, 70s interval footshocks) & vervolgens reexposure in deze context ;FC;light;% Freezing;RET_CTX+_Freezing;PTSD increased contextual fear memory;+;;D;140;131;PTSD_%_Contextual_Conditioned_fear_24h(na clasical conditioning);59,3745;-;7,9824;Control_%_Contextual_Conditioned_fear_24h(na clasical conditioning);17,4329;-;7,2742;A one-way ANOVA on data of day 4 (=na 24u) showed a main effect of group (F2,18=9.31, p<0.01), wherein the 1.5-mA group differed only from the 0.0-mA group (post hoc Scheffé tests: p < 0.001;p < 0.001;;;;;;;;;;;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. (2015). Effects of paroxetine on PTSD-like symptoms in mice. Psychopharmacology, 232(13), 2303–2312. http://doi.org/10.1007/s00213-014-3861-2;Bentefour;Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. ;2015;25585683;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear) Sustained Threat (avoidance) & Arousal;mice;;FSh;?;?;avoidance & contextual fear: EPM;-;freezing;;;;;0;1 day na FS (ook meer lange termijn followup, staat in andere regel);;5;;"authors beschrijven 1.5mA footshock groep tijdens passive avoidance training als ""ptsd model"", 0mA footshock is controle groep, 0.4mA group keert terug naar baseline na 2 weken. Daarom gekozen om alleen de 0mA als controle te nemen, en 1.5mA group als 'pstd model';  alleen avoidance & contextual fear (geen fear sensitisatie data of angst data)";;14;7;7;M;M;2-3 months;-;2-3 months;-;footshock (1.5mA) in shuttle box;1;1,5;FS;1;1 [ wel footshock, maar long-term measurs];no shock in shuttle box;ShamExp;;Swiss mice;(exposed vs non-exposed);Post;between subjects;2;1day;ShuttelBox (zelfde als trauma plek) - Avoidance [p.2303: posttraining avoidance was evaluated 1 and 12 days later. -- Highlighted 24 Nov 2017];SR;light;StepThroughLatency(S) - passive avoidance;TraumaCxt_LatencyTime(s);PTSD 2week persistend avoidance of shock compartment ( op day2 NS, op day13 p<0.001);+;;D;140;131;PTSD_Stepthrough-latency(s)_24h;326;-;94,4051;Control_Stepthrough-latency(s)_24h;97,2341;-;26,8039;ptsd group increased stepthrough latency;ns;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. (2015). Effects of paroxetine on PTSD-like symptoms in mice. Psychopharmacology, 232(13), 2303–2312. http://doi.org/10.1007/s00213-014-3861-2;Bentefour;Bentefour, Y., Bennis, M., Garcia, R., & M’hamed, S. B. ;2015;25585683;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear) Sustained Threat (avoidance) & Arousal;mice;;FSh;?;?;avoidance & contextual fear: EPM;-;freezing;;;;;1;wel Fs, maar longterm followup;;5;;"authors beschrijven 1.5mA footshock groep tijdens passive avoidance training als ""ptsd model"", 0mA footshock is controle groep, 0.4mA group keert terug naar baseline na 2 weken. Daarom gekozen om alleen de 0mA als controle te nemen, en 1.5mA group als 'pstd model';  alleen avoidance & contextual fear (geen fear sensitisatie data of angst data)";;14;7;7;M;M;2-3 months;-;2-3 months;-;footshock (1.5mA) in shuttle box;1;1,5;FS;1;1 [ wel footshock, maar long-term measurs];no shock in shuttle box;ShamExp;;Swiss mice;(exposed vs non-exposed);Post;between subjects;2;12day;ShuttelBox (zelfde als trauma plek) - Avoidance [p.2303: posttraining avoidance was evaluated 1 and 12 days later. -- Highlighted 24 Nov 2017];SR;light;StepThroughLatency(S) - passive avoidance;traumaCTX_latency;PTSD 2week persistend avoidance of shock compartment ( op day2 NS, op day13 p<0.001);+;;D;140;131;PTSD_Stepthrough-latency(s)_2weeks;418,311;-;65,265;Control_Stepthrough-latency(s)_2weeks;54,4985;-;10,4907;ptsd group increased stepthrough latency, during last retention sessoin;"p.2305: Post hoc Scheffé tests indicated that the 1.5-mA group differed from each of the two other groups (0.0 and 0.4 mA) only during the last retention session (day 13: both p < 0.0001); -- Highlighted 05 Jan 2017; NB PTSD group alleen na 2 weken nog avoidance van shock compartment p<0.0001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. (2014). An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD). Frontiers in Behavioral Neuroscience, 8, 142. http://doi.org/10.3389/fnbeh.2014.00142;Berardi;Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. ;2014;24808840;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear);rats;;PS /FSh+SI;M;;EPM & contextual memory;-;;;;animal model for anxiety & cognitive aspects of PTSD;;0;memory 1 dag na trauma;memory 1 dag na trauma (te kort?);4;;"per data regel een ander cohort animals! - trauma memory (her exposure to trauma cue_ 1 day na trauma; crossing data niet extracted (want locomotion maat)";0;15;8;7;M;M;2 months;-;2 months;-;3 day isolation prior to habituation (start op day1, tot einde behavioral testing) - Day2: cat odor exposure model (collar), 20 min met cat collar dat is 30dagen gedragen;;;PSS;1;1;in de arena met unworn cat collar;ShamExp;;Sprague-Dawley rats;(exposed vs non-exposed);Post;between subjects;2;1 day;CFC (re-exposure) 1  day na exposre session.. Reexposure met unworn collar;SR;light;% Freezing;TraumaCtx_Freezing;only na day1 meer contextual freesing in ptds group (dag 7 & 14  ptsd & controle gelijk);+;;D;53;47;PTSD_CatExp_%timefreezing_contextualfear_Day1;19,6331;-;7,0743;Control_CatExp_%timefreezing_contextualfear_Day1;1,22112;-;0,85743;ptsd group more % freezing then controle group op day 1;p<0.05;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. (2014). An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD). Frontiers in Behavioral Neuroscience, 8, 142. http://doi.org/10.3389/fnbeh.2014.00142;Berardi;Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. ;2014;24808840;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear);rats;;PS /FSh+SI;M;;EPM & contextual memory;-;;;;animal model for anxiety & cognitive aspects of PTSD;;0;memory 1 dag na trauma;memory 1 dag na trauma (te kort?);4;;per data regel een ander cohort animals!;0;18;9;9;M;M;2 months;-;2 months;-;3 day isolation prior to habituation (start op day1, tot einde behavioral testing) + Day2: multiple footshock exposure model (5x 2s 0.8mA);5;0,8;FS;1;1;non exposed (zelfde procedure, maar geen shock);ShamExp;;Sprague-Dawley rats;(exposed vs non-exposed);Post;between subjects;2;1 day;CFC (re-exposure) (to context waar trauma footshock was)_day1;SR;light;% Freezing;TraumaCtx_Freezing;multiple footschocks + isolation --> longlasting memory trace for the traumatic event [% conditioned freezing blijft hoog (t/m 56days);+;;D;52;46;PTSD_isolation+footshock_%timefreezing_contextualfear_Day1;65,3846;-;10,7143;Control_isolation+footshock_%timefreezing_contextualfear_Day1;4,94506;-;2,47253;pstd groupe more % freezing op day1;p<0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. (2014). An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD). Frontiers in Behavioral Neuroscience, 8, 142. http://doi.org/10.3389/fnbeh.2014.00142;Berardi;Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. ;2014;24808840;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear);rats;;PS /FSh+SI;M;;EPM & contextual memory;-;;;;animal model for anxiety & cognitive aspects of PTSD;;0;memory 1 dag na trauma;social housing? - day1 na trauma memory meten… ,te kort?;4;;per data regel een ander cohort animals!;0;18;9;9;M;M;2 months;-;2 months;-;social housing (met 3 rats samen) + multiple footshock exposure model (5x 2s 0.8mA);5;0,8;FS;1;1;non exposed (zelfde procedure, maar geen shock);ShamExp;;Sprague-Dawley rats;(exposed vs non-exposed);Post;between subjects;2;1 day;CFC (re-exposure) re-exposed to shock apparat (dus trauma context)_ day1 ;SR;light;% Freezing;TraumaCtx_Freezing;multiple footschocks - social isolation  --> longlasting memory trace for the traumatic event [% conditioned freezing blijft hoog (t/m 56days) [maar minder emotional distress, door social buffering?];+;;D;56;50;PTSD_footshock_%timefreezing_contextualfear_Day1;47,6771;-;6,0109;Control_footshock_%timefreezing_contextualfear_Day1;3,91292;-;1,91257;ptsd group more % freezing then controle group op day 1;p<0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. (2014). An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD). Frontiers in Behavioral Neuroscience, 8, 142. http://doi.org/10.3389/fnbeh.2014.00142;Berardi;Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. ;2014;24808840;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear);rats;;PS /FSh+SI;M;;EPM & contextual memory;-;;;;animal model for anxiety & cognitive aspects of PTSD;;1;-;0;4;;"per data regel een ander cohort animals!' trauma memory (her exposure to trauma cue_ 7day na trauma; crossing data niet extracted (want locomotion maat)";0;18;9;9;M;M;2 months;-;2 months;-;3 day isolation prior to habituation (start op day1, tot einde behavioral testing) - Day2: cat odor exposure model (collar), 20 min met cat collar dat is 30dagen gedragen;;;PSS;1;1;in de arena met unworn cat collar;ShamExp;;Sprague-Dawley rats;(exposed vs non-exposed);Post;between subjects;2;7 day;CFC (re-exposure) 7 day na exposre session.. Reexposure met unworn collar;SR;light;% Freezing;traumaCTX_freezing;no diff;0;;D;51;45;PTSD_CatExp_%timefreezing_contextualfear_Day7;0,0503836;-;0,3208394;Control_CatExp_%timefreezing_contextualfear_Day7;0;-;0;no difference ptsd & control op day 7 [ NB niet af te lezen op grafiek (zo laag) daarom 0;ns;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. (2014). An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD). Frontiers in Behavioral Neuroscience, 8, 142. http://doi.org/10.3389/fnbeh.2014.00142;Berardi;Berardi, A., Trezza, V., Palmery, M., Trabace, L., Cuomo, V., & Campolongo, P. ;2014;24808840;1;1;;1;;1;2;contextual fear memory;Negative Valence - Potential Threat (anxiety) & Acute Threat (fear);rats;;PS /FSh+SI;M;;EPM & contextual memory;-;;;;animal model for anxiety & cognitive aspects of PTSD;;1;-;0;4;;per data regel een ander cohort animals! trauma memory (her exposure to trauma cue_ 14 dagen na trauma crossing data niet extracted (want locomotion maat);0;17;9;8;M;M;2 months;-;2 months;-;3 day isolation prior to habituation (start op day1, tot einde behavioral testing) - Day2: cat odor exposure model (collar), 20 min met cat collar dat is 30dagen gedragen;;;PSS;1;1;in de arena met unworn cat collar;ShamExp;;Sprague-Dawley rats;(exposed vs non-exposed);Post;between subjects;2;14 day;CFC (re-exposure) 14 day na exposre session.. Reexposure met unworn collar;SR;light;% Freezing;traumaCTX_freezing;no diff;0;;D;47;41;PTSD_CatExp_%timefreezing_contextualfear_Day14;5,76114;-;2,89385;Control_CatExp_%timefreezing_contextualfear_Day14;0,746593;-;0,428717;no diff. Ptds & controle op day14;ns;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
